Institution Name,Category,Name of Financial Institution,Instituition Type,Categorization,Old Name,Date of New Name,Street Address,Area,State,Telephone Number(s),Website,Email,Fax,PostalAddress,country,Ownership Type,Other Information,Date Licensed
Awka-Etiti Microfinance Bank Limited,Micro-finance Banks,Awka-Etiti Microfinance Bank Limited,MicroFinance Bank,TIER 2 UNIT,Awka-Etiti Community Bank Limited,01/02/2008,"KM 1-3, Nnobi Awka Etiti Road, Idemili LGA, Anambra",Anambra,ANA,-,-,-,-,"KM 1-3, Nnobi Awka Etiti Road, Idemili LGA, Anambra",NGN,Domestic,provisional approval to convert to microfinance bank,2/1/2008
Awkuzu Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
AZSA Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
B C Kash Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Babba Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Babcock Microfinance Bank Limited,Micro-finance Banks,Babcock Microfinance Bank Limited,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"Babcock University, Babcock University Road, Ilishan-Remo, Ogun State",-,OGU,"07065155688; 07034471974, 07089260400",-,babcockmfb@gmail.com,-,"Babcock University, Babcock University Road, Ilishan-Remo, Ogun State",NGN,Domestic,-,7/28/2014
Babura Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Baines Credit Microfinance bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Balera Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Balogun Fulani Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Balogun Gambari Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bam Microfinance Bank Limited,Micro-finance Banks,Bam Microfinance Bank Limited,MicroFinance Bank,STATE MFB,-,22/01/2008,"SUITE D77/67, AREA11 SHOPPING MALL (BY FCDA JUNCTION), AHMADU BELLO WAY, AREA 11, GARKI, ABUJA, FCT","Garki District, Abuja",ABJ,-,-,-,-,"SUITE D77/67, AREA11 SHOPPING MALL (BY FCDA JUNCTION), AHMADU BELLO WAY, AREA 11, GARKI, ABUJA, FCT",NGN,Domestic,Approval_In_Principle granted,1/22/2008
Banex Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Baobab Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Barnawa Microfinance Bank Limited,Micro-finance Banks,Barnawa Microfinance Bank Limited,MicroFinance Bank,STATE MFB,Barnawa community Bank Limited,01/02/2008,"PLOT 3, MOZAMBIQUE ROAD, BARNAWA SHOPPING COMPLEX, BARNAWA KADUNA SOUTH, KADUNA STATE.","Kaduna, Kaduna State",KAD,-,-,-,-,"PLOT 3, MOZAMBIQUE ROAD, BARNAWA SHOPPING COMPLEX, BARNAWA KADUNA SOUTH, KADUNA STATE.",NGN,Domestic,provisional approval to convert to microfinance ba,2/1/2008
BATAGWARA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bauchi CFA Mirofinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bauchi Investment Corporation MFB Limited (BIC),Micro-finance Banks,,,,,,,,,,,,,,,,,
BAURE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bawyi Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bayajidda Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bayero University Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bayetin Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bejin-Doko Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Benue Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Benysta Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Berachah Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Best Star Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bethel Microfinance Bank Limited,Micro-finance Banks,Bethel Microfinance Bank Limited,MicroFinance Bank,TIER 1 UNIT,Okosisi Community Bank Limited,01/02/2008,"PLOT C/1 OWERRI ROAD EXTENSION, SECRETARIAT QTRS, ASATA, ENUGU STATE.",Asata,ENU,-,-,-,-,"PLOT C/1 OWERRI ROAD EXTENSION, SECRETARIAT QTRS, ASATA, ENUGU STATE.",NGN,Domestic,-,2/1/2008
Better Life Microfinace Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bichi Microfinance Bank Limited,Micro-finance Banks,,,,,,,,,,,,,,,,,
Bida Polytechnic Microfinance Bank,Micro-finance Banks,,,,,,,,,,,,,,,,,
Blooms Microfinance Bank,Micro-finance Banks,Blooms Microfinance Bank,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"No 108 Lagos Road, Ikorodu, Lagos State",Ikorodu,LAGOS,+2347011778441,-,-,-,-,NGN,Domestic,-,06/13/2023
BLUCON MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BLUE RIDGE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BLUEPRINT INVESTMENTS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOCTRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOJI BOJI MFB LTD.,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOKKOS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOMPAI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BONGHE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Boost Microfinance Bank Limited,Micro-finance Banks,Boost Microfinance Bank Limited,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"No 108 Lagos Road, Ikorodu, Lagos State",Ikorodu,LAGOS,xxx,-,-,-,-,NGN,Domestic,-,08/08/2024
BORGU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BORNO RENAISSANCE MFB LTD.,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOROMU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BORSTAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOSAK MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOWEN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BOWMAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BRETHREN  MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BRIGHTWAY MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
BROADVIEW MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BROOKS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BUBAYERO MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
BUNDI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BUNGUDU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BUNKASA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BUNKURE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
BUSU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CANAAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CAPITALMETRIQ SWIFT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CAPSTONE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CARBON MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CARETAKER MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CASH RITE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CASHCONNECT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CASTLE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CATLAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CEDAR MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHALLENGE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHANELLE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHANGAN RTS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHASE MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHEVRON EMPLOYEE CO-OPERATIVE MFB (CEMCS),Micro-finance Banks,,,,,,,,,,,,,,,,,
CHIBUEZE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHIKUM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHRISORE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHRONICLES MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CHUKWUNENYE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CINTRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CIT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CITIZEN TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CITY MISSION METHODIST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CIVIC MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CLOVERLEAF MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
COAL CAMP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
COASTLINE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
COEMINNA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CONFIDENCE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CONSISTENT TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CONSUMER MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CORESTEP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
COVENANT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CREEKLINE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CRESCENT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CREST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CROSSRIVER MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CRUTECH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CRYSTABEL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CSD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
CUSTODIAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DAILY-TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DAMBATTA- MAKODA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DAVODANI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DAWAKIN KUDU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DAWAKIN TOFA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DAYLIGHT MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
DEC-ENUGU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DESTINY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DIOBU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DOGUWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DOLPHIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DORBEN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DUTSE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
DUTSIN-MA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
e-BARCS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EAGLE FLIGHT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EARNWELL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EAST GATE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EASTMAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EASY ACCESS MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
EBEDI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EBONYI STATE UNIVERSITY MFB (EBSU),Micro-finance Banks,,,,,,,,,,,,,,,,,
EDFIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EDO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EGBE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EGBEMOHA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EGWAFIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EJINDU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EK-RELIABLE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EKIMOGUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EKONDO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EKWULOBIA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ELO-EMEDE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EMERALD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EMPIRE TRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ENDWELL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ENEDE MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
ENRICH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EQUATOR MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EQUINOX MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ESO-E MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EVERGREEN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EWT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EXCEL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
EZEBO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FAIDA MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
FAIRMONEY MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
FAME MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FAST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FCMB MFB LTD.,Micro-finance Banks,,,,,,,,,,,,,,,,,
FECETU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
"FEDERAL POLYTECHNIC, NEKEDE MFB LTD",Micro-finance Banks,,,,,,,,,,,,,,,,,
FEDETH CO-OP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FEDPOLY NASARAWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FFS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIDFUND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIMS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FINATRUST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FINCA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FINEX MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIRMUS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIRST ACCESS MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIRST HERITAGE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIRST LOW-LAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIRST MUTUAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIRST OPTION MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FIRST ROYAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Flexi Microfinance Bank,Micro-finance Banks,Flexi Microfinance Bank,MicroFinance Bank,TIER 1 UNIT,-,01/01/1900,"No 63 Adekunle Fajuyi Way, GRA Ikeja, Lagos State",Ikeja,LAGOS,+2348033773732,-,-,-,-,NGN,Domestic,-,09/23/2024
FLOURISH MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FORESIGHT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FORTRESS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FORWARD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FRONTLINE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FTA FUNTUA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
FUD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Fullrange Microfinance Bank Ltd,Micro-finance Banks,,,,,,,,,,,,,,,,,
FUT MINNA,Micro-finance Banks,,,,,,,,,,,,,,,,,
FUTO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GAA AKANBI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GABASAWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GAMAWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GAREWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GARKI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GARU MALLAM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GASHUA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GAYA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GBEDE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GEZAWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GIANT STRIDE MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
Gidauniya Alheri MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GIGINYA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GIREI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GIWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GLOBAL INITIATIVE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GLORY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GMB MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOBARAU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOLD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOLDEN CHOICE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOLDMAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOMBE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOOD NEIGHBOURS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOOD NEWS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOOD SHEPHERD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GOWANS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GRANTS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GREEN ACRES MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GREEN ENERGY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GREEN-BANK MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GREENVILLE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GROOMING MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GTI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GUDUSISA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GULFARE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
GWONG MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HADEIJA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HALAL CREDIT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HALLOWED MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HAMADA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HAMDA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HASAL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HEADWAY MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
HIGHLAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HINACHE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HONEY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
HOPE ALIVE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
I-Care Microfinance Bank Ltd,Micro-finance Banks,,,,,,,,,,,,,,,,,
IBETO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IBILE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IBOLO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IBOM FADAMA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IBRAHIM BADAMASI BABANGIDA UNIVERSITY  MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IBU-AJE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ICHI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IDEATO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IDEMILI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IFEDAPO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IFELODUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IGBO-UKWU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IGBOORA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IHIALA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IJARE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IJEBU IFE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IKENNE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IKIRE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IKORODU DIVISION MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IKOYI-ILE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IKOYI-OSUN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILARO POLYTECHNIC MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILE-OLUJI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILISAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILOBU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILOFFA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILORA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILORIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILUDUN ORO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ILUTUNTUN-OSORO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IMO STATE MICROFINANCE BANK,Micro-finance Banks,,,,,,,,,,,,,,,,,
IMODI-IMOSAN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IMOPOLY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IMOWO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IMSU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IMT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
INFINITY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
INSIGHT MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IPAPO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IPERU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IRL MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ISALE OYO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ISHIAGU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ISHIE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ISI-UZO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ISLAND MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ISUA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
ISUOFIA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IWA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IWADE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IWOYE-IJESA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IYA-ZAKARI (MASHI) MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IYAMOYE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IYERU OKIN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IYIN EKITI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
IZON MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
JANMAA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
JANZAMA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
JEN MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
JESSEFIELD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
JEWEL COOP MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KABO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KADPOLY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KADUPE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KAMBA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KANKARA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KANKIA MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
KANO POLY MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KANO-WEST MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KATAGUM MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KAYVEE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KC MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KCMB MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KENECHUKWU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KHB MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KINGDOM COLLEGE MFB LTD,Micro-finance Banks,,,,,,,,,,,,,,,,,
KISI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KKU Microfinance,Micro-finance Banks,,,,,,,,,,,,,,,,,
KMC MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KONTAGORA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KOPO-KOPE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KREDI MONEY MFB (Formerly CONPRO MFB),Micro-finance Banks,,,,,,,,,,,,,,,,,
KUDA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KUMBOTSO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KUNAGABA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KUNCHI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KURA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KUSALLA MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KWACOFOCUS MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KWASU MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
KWATASHI MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LA FAYETTE MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
Ladder Microfinance Bank,Micro-finance Banks,Ladder Microfinance Bank,MicroFinance Bank,TIER 2 UNIT,-,01/01/1900,"No 77 Ayangburen Road, Ikorodu, Lagos State",Ikorodu,LAGOS,+2349134283968,-,-,-,-,NGN,Domestic,-,10/15/2024
LANDGOLD MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
LAPO MFB,Micro-finance Banks,,,,,,,,,,,,,,,,,
